PMID	DRUG	AE	LlamaTiFirst	LlamaAbFirst	pAuth_modelA	pAuth_modelB	aAuth	Title	Abstract
29938908	Proline	Cardiovascular Diseases	1	1	0	0	0.0	Atypical Antipsychotic Administration in Schizophrenic Patients Leads to Elevated Lipoprotein-Associated Phospholipase A2 Levels and Increased Cardiovascular Risk: A Retrospective Cohort Study.	The prevalence of cardiovascular disease (CVD) is higher in patients with schizophrenia than in the general population. We aimed to investigate whether atypical antipsychotics (AAP) increase the levels of lipoprotein-associated phospholipase A2 (Lp-PLA2), thereby increasing the risk of CVD. The data were from inpatients aged 18-60 years with a diagnosis of schizophrenia according to ICD-10 at the Affiliated Brain Hospital of Nanjing Medical University who underwent physical examination between 1 October 2014 and 30 September 2016. A retrospective cohort study was used to analyse the correlation between AAP, Lp-PLA2 levels and the CVD risk (it was determined that Lp-PLA2 values >200 ng/mL were defined as high CVD risk) in patients treated with monotherapy, olanzapine, clozapine or quetiapine. Data were collected for 452 patients with eligible schizophrenia: 163 treated with clozapine, 186 treated with olanzapine, 47 treated with quetiapine and 56 receiving no medication. Compared with the no-medication patients, AAP administration in patients with olanzapine, clozapine or quetiapine had higher serum Lp-PLA2 levels when age, sex, BMI and fasting glucose level were matched. AAP were significantly associated with serum Lp-PLA2 level by Spearman's correlation coefficients. The results of logistic regression analysis showed that AAP administration was an independent factor of CVD risk when adjusted by potential confounding factors. This study is the first to confirm that AAP administration, especially clozapine and olanzapine, could increase Lp-PLA2 levels and CVD risk, independent of drug-induced weight gain in schizophrenia. The extent and the factors of increasing Lp-PLA2 level and CVD risk in olanzapine, clozapine and quetiapine are discrepant. The possible effects of AAP on Lp-PLA2 in schizophrenia patients are involved in pro-inflammatory cytokines and hormones.
29465362	Estradiol	Scleroderma, Systemic	1	1	0	0	0.0	Development of systemic sclerosis in transgender females: a case series and review of the literature.	OBJECTIVES: Systemic sclerosis (SSc) is a chronic, autoimmune connective tissue disease with a female predominance. The reason for the female predilection in SSc may relate to the difference in hormones between the genders. There are no current data on the influence male-to-female sex transition may have in the development of SSc. We report three patients who developed SSc after initiating the transgender process, and review current literature in regards to transgender patients with connective tissue disease (CTD). METHODS: We describe the clinical features and disease course of three transgender patients who developed SSc after their transition from male-to-female, who presented to our centre. Two additional transgender cases de- scribed in the literature with CTD were included in this review. RESULTS: All three patients developed SSc after having started the hormonal therapy required to transition. Two patients had surgical procedures preceding their diagnosis of SSc. Antibody profile, time of onset and disease features differed among our patients. Hormonal therapies were continued in all patients and they received the standard therapy for SSc. One patient died from complications of her disease. Only two cases describing the development of CTD in transgender patients were identified in the literature and both of these patients were diagnosed with systemic lupus erythematosus (SLE). CONCLUSIONS: This case series suggests that the hormonal modification as part of gender transition may be relevant in development of SSc. No further conclusions can be drawn on the continuation or not of HT.
29465362	Ethinyl Estradiol	Scleroderma, Systemic	1	1	0	0	0.0	Development of systemic sclerosis in transgender females: a case series and review of the literature.	OBJECTIVES: Systemic sclerosis (SSc) is a chronic, autoimmune connective tissue disease with a female predominance. The reason for the female predilection in SSc may relate to the difference in hormones between the genders. There are no current data on the influence male-to-female sex transition may have in the development of SSc. We report three patients who developed SSc after initiating the transgender process, and review current literature in regards to transgender patients with connective tissue disease (CTD). METHODS: We describe the clinical features and disease course of three transgender patients who developed SSc after their transition from male-to-female, who presented to our centre. Two additional transgender cases de- scribed in the literature with CTD were included in this review. RESULTS: All three patients developed SSc after having started the hormonal therapy required to transition. Two patients had surgical procedures preceding their diagnosis of SSc. Antibody profile, time of onset and disease features differed among our patients. Hormonal therapies were continued in all patients and they received the standard therapy for SSc. One patient died from complications of her disease. Only two cases describing the development of CTD in transgender patients were identified in the literature and both of these patients were diagnosed with systemic lupus erythematosus (SLE). CONCLUSIONS: This case series suggests that the hormonal modification as part of gender transition may be relevant in development of SSc. No further conclusions can be drawn on the continuation or not of HT.
29465362	Triptorelin Pamoate	Scleroderma, Systemic	1	1	0	0	0.0	Development of systemic sclerosis in transgender females: a case series and review of the literature.	OBJECTIVES: Systemic sclerosis (SSc) is a chronic, autoimmune connective tissue disease with a female predominance. The reason for the female predilection in SSc may relate to the difference in hormones between the genders. There are no current data on the influence male-to-female sex transition may have in the development of SSc. We report three patients who developed SSc after initiating the transgender process, and review current literature in regards to transgender patients with connective tissue disease (CTD). METHODS: We describe the clinical features and disease course of three transgender patients who developed SSc after their transition from male-to-female, who presented to our centre. Two additional transgender cases de- scribed in the literature with CTD were included in this review. RESULTS: All three patients developed SSc after having started the hormonal therapy required to transition. Two patients had surgical procedures preceding their diagnosis of SSc. Antibody profile, time of onset and disease features differed among our patients. Hormonal therapies were continued in all patients and they received the standard therapy for SSc. One patient died from complications of her disease. Only two cases describing the development of CTD in transgender patients were identified in the literature and both of these patients were diagnosed with systemic lupus erythematosus (SLE). CONCLUSIONS: This case series suggests that the hormonal modification as part of gender transition may be relevant in development of SSc. No further conclusions can be drawn on the continuation or not of HT.
29066042	Hydrogen Peroxide	Eyelid Diseases	1	1	0	0	0.0	Hydrogen-peroxide and silicone-hydrogel contact lenses: Worsening of external eye condition and tear film instability.	PURPOSE: The aim is discussing the origins of worsening of external eye condition (EEC) and of tear film (TF) instability after wear of silicone-hydrogel contact lenses (CLs) with hydrogen-peroxide (H(2)O(2)) care system. METHODS: EEC and TF stability were evaluated before and after 15days of wear combined with different care systems: (1) H(2)O(2), (2) detergent solution and H(2)O(2), (3) multipurpose solution (MPS), (4) H(2)O(2) and artificial tears. In-vitro cell mortality tests were performed after 24h cell incubation with CLs treated with H(2)O(2). Photon correlation spectroscopy (PCS) was carried out on tears of non-wearers and CL wearers who used MPS or H(2)O(2) solution. RESULTS: Worsening of EEC was observed only for the group using H(2)O(2) (group 1). In-vitro, cell mortality was found higher for worn CL than for unworn CLs. Worsening of TF stability was observed regardless of care system and also PCS results on tears of CL wearers were found different compared to non-wearers regardless of care system. The only observed remedy for tear instability of CL wearers was found to be the administration of artificial tears. CONCLUSIONS: Worsening of EEC of CL wearers using H(2)O(2) is attributed to H(2)O(2) scarce cleaning efficacy, which can be solved by adding a CL detergent solution. The origin of TF instability is found to be different. A remedy was found to be the administration of artificial tears, whose effect could be attributed either to the role of specific components or to rinsing and replacement of TF during wear.
30653088	Olanzapine	Sleep Initiation and Maintenance Disorders	0	0	0	0		Switching to paliperidone extended release in patients with schizophrenia dissatisfied with previous olanzapine treatment: Post hoc analysis of an open-label, prospective study.	OBJECTIVE: This post hoc analysis of an open-label, single-arm, multicenter study was designed to assess the efficacy, safety, and tolerability of paliperidone extended release (ER) in Chinese patients with non-acute schizophrenia, after switching from olanzapine. METHODS: Patients with schizophrenia who were dissatisfied with prior olanzapine treatment switched to flexible paliperidone ER (3-12 mg/day) based on clinical judgment. Change from baseline to week 12 in Positive and Negative Syndrome Scale (PANSS) total scores (primary endpoint), PANSS subscale scores, response rate, Clinical Global Impression-Severity (CGI-S) score, personal and social performance (PSP) scores, patient satisfaction with treatment score, change in sleep quality, level of daytime sleepiness and safety were evaluated. RESULTS: Out of 118 enrolled patients, 95 (81%) completed the study. Mean duration of study was 76.9 (23.85) days. The primary endpoint, mean (SD) PANSS total score changed significantly from baseline to endpoint (-19.6 [18.71], P <.0001). Secondary endpoints including PANSS subscale score, PSP, patient satisfaction and daytime drowsiness also significantly improved (P <.001). Most commonly reported (>/=1%) treatment-emergent adverse events were akathisia (n = 14 [12%]) and insomnia (n = 9 [8%]). CONCLUSIONS: Switching to flexible-dosed paliperidone ER in patients dissatisfied with prior olanzapine treatment achieved good efficacy and tolerability consistently over 12 weeks.
30653088	Paliperidone Palmitate	Sleep Initiation and Maintenance Disorders	0	0	0	0		Switching to paliperidone extended release in patients with schizophrenia dissatisfied with previous olanzapine treatment: Post hoc analysis of an open-label, prospective study.	OBJECTIVE: This post hoc analysis of an open-label, single-arm, multicenter study was designed to assess the efficacy, safety, and tolerability of paliperidone extended release (ER) in Chinese patients with non-acute schizophrenia, after switching from olanzapine. METHODS: Patients with schizophrenia who were dissatisfied with prior olanzapine treatment switched to flexible paliperidone ER (3-12 mg/day) based on clinical judgment. Change from baseline to week 12 in Positive and Negative Syndrome Scale (PANSS) total scores (primary endpoint), PANSS subscale scores, response rate, Clinical Global Impression-Severity (CGI-S) score, personal and social performance (PSP) scores, patient satisfaction with treatment score, change in sleep quality, level of daytime sleepiness and safety were evaluated. RESULTS: Out of 118 enrolled patients, 95 (81%) completed the study. Mean duration of study was 76.9 (23.85) days. The primary endpoint, mean (SD) PANSS total score changed significantly from baseline to endpoint (-19.6 [18.71], P <.0001). Secondary endpoints including PANSS subscale score, PSP, patient satisfaction and daytime drowsiness also significantly improved (P <.001). Most commonly reported (>/=1%) treatment-emergent adverse events were akathisia (n = 14 [12%]) and insomnia (n = 9 [8%]). CONCLUSIONS: Switching to flexible-dosed paliperidone ER in patients dissatisfied with prior olanzapine treatment achieved good efficacy and tolerability consistently over 12 weeks.
30372726	Bevacizumab	Skin Neoplasms	0	1	0	0		Acral cutaneous metastasis from a primary breast carcinoma following chemotherapy with bevacizumab and paclitaxel.	Acral cutaneous metastasis from internal malignancy is rare, and the pathogenesis is not completely understood. We present the case of a 54-year-old black woman with a history of breast cancer diagnosed 2 years prior who developed multiple cutaneous metastases to acral sites involving the palmar and plantar surfaces of the hands and feet. This case represents an unusual metastatic pattern of breast carcinoma that arose after treatment with bevacizumab, an angiogenesis inhibitor that binds vascular endothelial growth factor A. We propose that bevacizumab-induced vascular changes localized to acral skin may have contributed to the metastatic pattern seen in our patient.
30372726	Paclitaxel	Skin Neoplasms	0	1	0	0		Acral cutaneous metastasis from a primary breast carcinoma following chemotherapy with bevacizumab and paclitaxel.	Acral cutaneous metastasis from internal malignancy is rare, and the pathogenesis is not completely understood. We present the case of a 54-year-old black woman with a history of breast cancer diagnosed 2 years prior who developed multiple cutaneous metastases to acral sites involving the palmar and plantar surfaces of the hands and feet. This case represents an unusual metastatic pattern of breast carcinoma that arose after treatment with bevacizumab, an angiogenesis inhibitor that binds vascular endothelial growth factor A. We propose that bevacizumab-induced vascular changes localized to acral skin may have contributed to the metastatic pattern seen in our patient.
30372707	Levamisole	Stomach Diseases	1	1	0	0	0.0	Levamisole-induced vasculopathy with gastric involvement in a cocaine user.	Reports of levamisole-induced vasculopathy (LIV) secondary to use of levamisole-contaminated cocaine largely have been limited to the skin. We report the case of a 35-year-old woman with painful purpuric lesions affecting the cheeks, nose, ears, arms, and legs of several days' duration. She recently had used crack cocaine. A biopsy of a lesion on the right arm demonstrated leukocytoclastic vasculitis. She also reported abdominal pain and gastric reflux of recent onset but denied any history of gastrointestinal tract disease. An upper gastrointestinal endoscopy was performed and demonstrated hemorrhagic erosions of the esophagus and stomach similar in appearance to the cutaneous lesions. Because dermatologists often are the specialists making the diagnosis of LIV, it is important they inform other involved clinicians that the skin may not be the sole repository of vascular insult.
28760404	Mepivacaine	Retinal Diseases	1	1	0	0	0.0	Retinal toxicity after accidental intravitreal injection of mepivacaine and adrenaline.	CASE REPORT: The case is presented of a 32 year-old male with no medical history of interest who suffered a traffic accident with mild traumatic brain injury. He had a left supraciliary incised and contused wound that extended to the left upper eyelid, with no loss of vision. After palpebral anaesthetic injection, there was a sudden visual acuity decrease in the left eye and hyposphagma located between I-III at 4mm from the limbus, with increased intraocular pressure. A whitish lesion with a central haemorrhagic focus was observed in the ocular fundus, corresponding to the area where the hyposphagma was located. DISCUSSION: Anaesthetic injection during palpebral repair may be complicated by inadvertent penetration of the eyeball. Intravitreal mepivacaine and adrenaline could cause macular and retinal lesions.
28743416	Adalimumab	Choroid Diseases	1	1	0	0	0.0	Asymptomatic choroidal tubercle in a patient with Crohn's disease on adalimumab treatment.	INTRODUCTION: Adalimumab, an anti-tumour necrosis factor alpha therapy for active Crohn's disease (CD), is associated with increased risks of tuberculosis infection. CASE REPORT: The case is presented of a 48 year-old male with active CD on treatment with adalimumab. After three months, he developed a miliary pulmonary tuberculosis infection, with a solitary non-reactive choroidal tubercle temporal-superior to the optic disc being found in an ophthalmological study. Fluorescein angiography showed late hyperfluorescence in a staining pattern. Optic coherence tomography showed a flat mass without serous retinal detachment. The choroidal tubercle slowly regressed with antituberculosis therapy. DISCUSSION: Choroidal tubercles with no vitreo-retinal symptomatology can be present in patients with CD and on treatment with adalimumab.
30335251	Methadone	Brain Damage, Chronic	1	0	0	0		[Image of the month. Delayed and isolated basal ganglia damage after methadone intoxication].	
29803511	Glyburide	Pigmentation Disorders	1	0	0	0		Glibenclamide-induced photodistributed lichenoid eruption: An unusual association.	
29373131	Methotrexate	Polycythemia Vera	1	0	0	0		[Rheumatoid arthritis and polycythemia vera JAK2 negative association: Polycythemia may be worsening under methotrexate?].	
28978980	Aldosterone	Hypertension, Renal	0	0	0	0		Role of bardoxolone methyl, a nuclear factor erythroid 2-related factor 2 activator, in aldosterone- and salt-induced renal injury.	The aim of this study was to investigate the renoprotective effect of bardoxolone methyl (BM), a nuclear factor erythroid 2-related factor 2 (Nrf2) activator with an antioxidant effect, in a salt-sensitive hypertension model induced by aldosterone (Ald) and salt. Tubulointerstitial damage with urinary liver-type fatty acid-binding protein (L-FABP) was evaluated using human L-FABP chromosomal transgenic (L-FABP(+/-)) male mice. The mice in the Ald group (n=7) received systemic Ald infusions via an osmotic minipump and were given 1% NaCl water for 35 days. Those in the Ald-BM group (n=8) were administered BM intraperitoneally in addition to an injection of Ald and salt. The dose of BM was gradually increased every 7 days up to 10 mg kg(-1) per day, which was maintained for 14 days. The administration of BM significantly increased renal expression of the Nrf2 target antioxidant gene. Tubulointerstitial damage was significantly ameliorated in the Ald-BM group compared to the Ald group. The increase in reactive oxygen species (ROS) and upregulation of angiotensinogen expression in the kidneys of the Ald group was significantly prevented in the Ald-BM group. The upregulation of human L-FABP expression induced in the kidneys and increase in urinary L-FABP in the Ald group were significantly suppressed by BM administration. In conclusion, BM ameliorated tubulointerstitial damage in the Ald- and salt-induced hypertension model through suppression of both ROS production and intrarenal renin-angiotensin system activation. Urinary L-FABP may be a useful marker reflecting the therapeutic efficacy of BM.
28873067	Magnesium Sulfate	Chorioamnionitis	1	1	0	0	0.0	Association of histological chorioamnionitis and magnesium sulfate treatment in singleton and dichorionic twin pregnancies with preterm premature rupture of membranes: preliminary observations.	Objective To evaluate the possible association between antenatal magnesium sulfate treatment with histological chorioamnionitis in patients with singleton or dichorionic twins that had preterm premature rupture of the membranes. Methods This was an observational study performed in patients admitted to the hospital with rupture of membranes before 34 weeks' gestation. The primary outcome was histological chorioamnionitis and the primary predictor was antenatal magnesium sulfate treatment. A logistic regression model was used without consideration of other antenatal medical treatments. Results Among 107 patients with preterm deliveries, 57 were admitted to the hospital before 34 weeks' gestation with preterm premature rupture of membranes. Fifty-cases were excluded from the analysis because they were admitted after 34 weeks' gestation, delivered before 24 weeks' gestation or had intrauterine fetal demise or monochorionic twins. The logistic regression analysis adjusting for maternal age, gravidity, parity, multiple gestation, gestational age at delivery, and birthweight, indicated that patients with singleton pregnancies and histological chorioamnionitis had received magnesium sulfate antenatally more frequently (chi2=6.46; P=0.01). The association between histological chorioamnionitis and magnesium sulfate treatment was not found among patients with dichorionic twin pregnancies with one intact gestational sac. Conclusions In this cohort of patients with preterm premature rupture of membranes admitted to the hospital before 34 week's gestation, those with singleton pregnancies treated antenatally with magnesium sulfate for neonatal neuroprotection had a greater rate of histological chorioamnionitis.
30577322	Tacrolimus	Complex Regional Pain Syndromes	1	1	0	1	0.0	Tacrolimus-Induced Pain Syndrome After Bone Marrow Transplantation: A Case Report and Literature Review.	BACKGROUND: Calcineurin-inhibitor-induced pain syndrome (CIPS), a rare complication seen in patients with bone marrow transplants, is associated with the use of cyclosporine A (CsA) or tacrolimus (FK506). This case demonstrates the successful pain control of FK506-related CIPS in a 23-year-old male patient with previously reported characteristic clinical features of CIPS in addition to neuropathic symptoms and uncharacteristic imaging findings. On day 15 after the transplantation, the patient complained of severe pain in the lower limbs. Afterwards, the patient started to complain of pain on his hands and back too. During this period, FK506 levels ranged from 9.5 to 16.1 ng/mL. All laboratory exams were normal, except for an increased level of alkaline phosphatase (141 U/L). The pain was not ameliorated by various analgesic drugs. Although MRI done for our patient showed no typical radiological signs such as bone marrow edema, CIPS was suggested based on characteristic clinical features of CIPS. Of note, our patient's pain had neuropathic pain-like characteristics, unlike the pain in previously reported patients with CIPS. CONCLUSION: The patient was treated successfully by switching FK506 to CsA and administrating gabapentin and nifedipine. Heightened awareness of this complication after bone marrow transplants may be needed for hematologists, otherwise CIPS can result in catastrophic consequences.
30577313	Everolimus	Ileal Diseases	1	1	0	0	0.0	Terminal Ileac Ulcers Mimicked Post-transplantation Lymphoproliferative Disorder in a Heart Recipient Treated With Everolimus: A Case Report.	Post-transplant lymphoproliferative disorder (PTLD) is a well-recognized and potentially fatal complication of cardiac transplantation that commonly involves the gastrointestinal tract. Herein, we report a case of life-threatening gastrointestinal bleeding from recurrent terminal ileac ulcers mimicking PTLD in a heart recipient treated with everolimus (EVL). A 40-year-old man underwent heart transplantation for dilated cardiomyopathy 3 years prior to the current admission and was treated with tacrolimus and EVL. He was admitted to a local hospital because of fever, abdominal pain, and diarrhea. His symptoms persisted and, 3 weeks later, hematochezia occurred; thus, he was transferred to our hospital. As computed tomography and (18)F-fluorodeoxyglucose positron emission tomography showed bowel-wall thickening of the terminal ileum, gastrointestinal PTLD was initially suspected. However, although colonoscopy- performed after switching EVL to mycophenolate mofetil (MMF)-showed terminal ileac ulcers, the histologic examination revealed no findings corresponding to PTLD. As EVL may delay ulcer healing, MMF was maintained for 3 months. After repeated colonoscopy showed ulcer healing, MMF was switched back to EVL for cardiac allograft vasculopathy prevention. Three weeks later, he was emergently admitted to a local hospital for life-threatening gastrointestinal bleeding from a recurrent terminal ileal ulcer, which required hemostatic forceps hemostasis. As EVL is suspected to be associated with recurrent ileal ulcers, EVL was again switched back to MMF. The ileal ulcers resolved, without recurrence in 3 months of clinical follow-up. This case demonstrates that cases of life-threatening gastrointestinal bleeding from recurrent terminal ileac ulcers can mimic PTLD in a heart recipient treated with EVL.
30577309	Sorafenib	Acute Kidney Injury	1	1	0	0	0.0	Development of Focal Segmental Glomerulosclerosis and Thrombotic Microangiopathy in a Liver Transplant Patient on Sorafenib for Hepatocellular Carcinoma: A Case Report.	Transplant patients are at risk for hemodynamic injury and glomerular diseases such as focal segmental glomerulosclerosis (FSGS) and thrombotic microangiopathy (TMA). Calcineurin inhibitors (CNI) can cause various patterns of acute kidney injury (AKI) in transplant patients and their effects must be differentiated from kidney injury due to other agents. Transplant populations are also at risk for atypical infections and malignancies. These conditions and the agents that are used to treat them can then induce their own set of glomerular diseases. We report a patient with hepatitis C who had received an orthotopic liver transplant and then developed recurrent hepatocellular carcinoma, which was treated with the oral tyrosine kinase inhibitor (TKI) sorafenib. In a manner temporally related to the initiation of the TKI, progressive AKI and high-grade rising proteinuria were noted. A biopsy disclosed FSGS and concomitant TMA. Despite the discontinuation of the TKI and high-dose steroid treatment, the patient developed end-stage renal disease and was initiated on hemodialysis. After determining the TKI as the probable culprit, as opposed to CNIs, the patient successfully received a living related renal transplant. CNIs are used to maintain renal and hepatic allografts without the development of hematuria, significant proteinuria, or significant impairment of renal function. It is noted that the pathologic phenotype observed in this case is only the second reported case of concomitant TMA and FSGS in a sorafenib-treated patient.
30577309	Sorafenib	Glomerulosclerosis, Focal Segmental	1	1	0	0	0.0	Development of Focal Segmental Glomerulosclerosis and Thrombotic Microangiopathy in a Liver Transplant Patient on Sorafenib for Hepatocellular Carcinoma: A Case Report.	Transplant patients are at risk for hemodynamic injury and glomerular diseases such as focal segmental glomerulosclerosis (FSGS) and thrombotic microangiopathy (TMA). Calcineurin inhibitors (CNI) can cause various patterns of acute kidney injury (AKI) in transplant patients and their effects must be differentiated from kidney injury due to other agents. Transplant populations are also at risk for atypical infections and malignancies. These conditions and the agents that are used to treat them can then induce their own set of glomerular diseases. We report a patient with hepatitis C who had received an orthotopic liver transplant and then developed recurrent hepatocellular carcinoma, which was treated with the oral tyrosine kinase inhibitor (TKI) sorafenib. In a manner temporally related to the initiation of the TKI, progressive AKI and high-grade rising proteinuria were noted. A biopsy disclosed FSGS and concomitant TMA. Despite the discontinuation of the TKI and high-dose steroid treatment, the patient developed end-stage renal disease and was initiated on hemodialysis. After determining the TKI as the probable culprit, as opposed to CNIs, the patient successfully received a living related renal transplant. CNIs are used to maintain renal and hepatic allografts without the development of hematuria, significant proteinuria, or significant impairment of renal function. It is noted that the pathologic phenotype observed in this case is only the second reported case of concomitant TMA and FSGS in a sorafenib-treated patient.
30577309	Sorafenib	Thrombotic Microangiopathies	1	1	0	0	0.0	Development of Focal Segmental Glomerulosclerosis and Thrombotic Microangiopathy in a Liver Transplant Patient on Sorafenib for Hepatocellular Carcinoma: A Case Report.	Transplant patients are at risk for hemodynamic injury and glomerular diseases such as focal segmental glomerulosclerosis (FSGS) and thrombotic microangiopathy (TMA). Calcineurin inhibitors (CNI) can cause various patterns of acute kidney injury (AKI) in transplant patients and their effects must be differentiated from kidney injury due to other agents. Transplant populations are also at risk for atypical infections and malignancies. These conditions and the agents that are used to treat them can then induce their own set of glomerular diseases. We report a patient with hepatitis C who had received an orthotopic liver transplant and then developed recurrent hepatocellular carcinoma, which was treated with the oral tyrosine kinase inhibitor (TKI) sorafenib. In a manner temporally related to the initiation of the TKI, progressive AKI and high-grade rising proteinuria were noted. A biopsy disclosed FSGS and concomitant TMA. Despite the discontinuation of the TKI and high-dose steroid treatment, the patient developed end-stage renal disease and was initiated on hemodialysis. After determining the TKI as the probable culprit, as opposed to CNIs, the patient successfully received a living related renal transplant. CNIs are used to maintain renal and hepatic allografts without the development of hematuria, significant proteinuria, or significant impairment of renal function. It is noted that the pathologic phenotype observed in this case is only the second reported case of concomitant TMA and FSGS in a sorafenib-treated patient.
30376593	Diazepam	Rhinitis	0	0	0	0		Gamma aminobutyric acid (GABA) receptor agonists for acute stroke.	BACKGROUND: Gamma aminobutyric acid (GABA) receptor agonists have been shown to have a neuroprotectant effect in reducing infarct size and improving functional outcome in animal models of cerebrovascular disease. However, the sedative effects of GABA receptor agonists have limited their wider application in people with acute stroke, due to the potential risk of stupor. This is an update of a Cochrane Review first published in 2013, and previously updated in 2014 and 2016. OBJECTIVES: To determine the efficacy and safety of GABA receptor agonists in the treatment of acute stroke. SEARCH METHODS: We searched the Cochrane Stroke Group Trials Register (accessed May 2018), the Cochrane Central Register of Controlled Trials (CENTRAL) 2018, Issue 4 (accessed May 2018), MEDLINE (from 1949 to May 2018), Embase (from 1980 to May 2018), CINAHL (from 1982 to May 2018), AMED (from 1985 to May 2018), and 11 Chinese databases (accessed May 2018). In an effort to identify further published, unpublished, and ongoing trials we searched ongoing trial registers, reference lists, and relevant conference proceedings, and contacted authors and pharmaceutical companies. SELECTION CRITERIA: We included randomized controlled trials (RCTs) investigating GABA receptor agonists versus placebo for people with acute stroke (within 12 hours after stroke onset), with the primary outcomes of efficacy and safety. DATA COLLECTION AND ANALYSIS: Two review authors independently screened the titles and abstracts of identified records, selected studies for inclusion, extracted eligible data, cross-checked the data for accuracy, and assessed the risk of bias. We used the GRADE approach to assess the quality of the evidence. MAIN RESULTS: We included five trials with 3838 participants (acute ischemic or hemorrhagic stroke patients, 3758 analyzed). Most of the participants recruited had acute ischaemic stroke, with limited data available from participants with other stroke subtypes, including total anterior circulation syndrome (TACS). The methodological quality of the included trials was generally good, with an unclear risk for selection bias only. For death and dependency at three months, pooled results did not find a significant difference for chlormethiazole versus placebo (risk ratio (RR) 1.03, 95% confidence interval (CI) 0.96 to 1.11; four trials; 2909 participants; moderate-quality evidence) and for diazepam versus placebo (RR 0.94, 95% CI 0.82 to 1.07; one trial; 849 participants; moderate-quality evidence). The most frequent adverse events related to chlormethiazole were somnolence (RR 4.56, 95% CI 3.50 to 5.95; two trials; 2527 participants; moderate-quality evidence) and rhinitis (RR 4.75, 95% CI 2.67 to 8.46; two trials; 2527 participants; moderate-quality evidence). AUTHORS' CONCLUSIONS: This review provides moderate-quality evidence that fails to support the use of GABA receptor agonists (chlormethiazole or diazepam) for the treatment of people with acute stroke. More well-designed RCTs with large samples of participants with total anterior circulation syndrome are required to determine if there are benefits for this subgroup. Somnolence and rhinitis are frequent adverse events related to chlormethiazole.
30031662	Diphtheria-Tetanus-acellular Pertussis Vaccines	Hypertension, Pregnancy-Induced	1	0	0	0		Pertussis Immunisation in Pregnancy Safety (PIPS) Study: A retrospective cohort study of safety outcomes in pregnant women vaccinated with Tdap vaccine.	BACKGROUND: New Zealand has funded the administration of tetanus, diphtheria and acellular pertussis (Tdap) vaccine during pregnancy to prevent infant pertussis since 2013. The aim of this study was to assess the safety of Tdap vaccine administered to pregnant women as part of a national maternal immunisation programme. METHODS: We conducted a national retrospective observational study using linked administrative New Zealand datasets. The study population consisted of pregnant women eligible to receive funded Tdap vaccination from 28 to 38 weeks gestation in 2013. Primary study outcomes were based on prioritised adverse events for the assessment of vaccine safety in pregnant women, as defined by WHO and Brighton Collaboration taskforces. We examined the effect of Tdap vaccination on prioritised maternal outcomes using Cox proportional hazard models. Adjusted hazard ratios controlled for key confounding variables. RESULTS: In the cohort of 68,550 women eligible to receive funded antenatal Tdap vaccination during 2013, 8178 (11.9%) were vaccinated and 60,372 (88.1%) were unvaccinated. The use of Tdap in pregnancy was not associated with an increase in the rate of primary outcomes, including preterm labour; pre-eclampsia; pre-eclampsia with severe features; eclampsia; gestational hypertension; fetal growth restriction; or post-partum haemorrhage. Tdap also did not increase secondary outcomes, including gestational diabetes mellitus; antenatal bleeding; placental abruption; premature rupture of membranes; preterm delivery; fetal distress; chorioamnionitis; or, maternal fever during or after labour. Lactation disorders was the only secondary maternal outcome with a significantly increased hazard ratio. Tdap vaccine had a protective effect on pre-eclampsia with severe features, preterm labour, preterm delivery, and antenatal bleeding. CONCLUSION: We did not detect any biologically plausible adverse maternal outcomes following Tdap vaccination during pregnancy. This study provides further assurance that Tdap administration during pregnancy is not associated with unexpected safety risks.
30031662	Diphtheria-Tetanus-acellular Pertussis Vaccines	Pregnancy Complications	1	0	0	0		Pertussis Immunisation in Pregnancy Safety (PIPS) Study: A retrospective cohort study of safety outcomes in pregnant women vaccinated with Tdap vaccine.	BACKGROUND: New Zealand has funded the administration of tetanus, diphtheria and acellular pertussis (Tdap) vaccine during pregnancy to prevent infant pertussis since 2013. The aim of this study was to assess the safety of Tdap vaccine administered to pregnant women as part of a national maternal immunisation programme. METHODS: We conducted a national retrospective observational study using linked administrative New Zealand datasets. The study population consisted of pregnant women eligible to receive funded Tdap vaccination from 28 to 38 weeks gestation in 2013. Primary study outcomes were based on prioritised adverse events for the assessment of vaccine safety in pregnant women, as defined by WHO and Brighton Collaboration taskforces. We examined the effect of Tdap vaccination on prioritised maternal outcomes using Cox proportional hazard models. Adjusted hazard ratios controlled for key confounding variables. RESULTS: In the cohort of 68,550 women eligible to receive funded antenatal Tdap vaccination during 2013, 8178 (11.9%) were vaccinated and 60,372 (88.1%) were unvaccinated. The use of Tdap in pregnancy was not associated with an increase in the rate of primary outcomes, including preterm labour; pre-eclampsia; pre-eclampsia with severe features; eclampsia; gestational hypertension; fetal growth restriction; or post-partum haemorrhage. Tdap also did not increase secondary outcomes, including gestational diabetes mellitus; antenatal bleeding; placental abruption; premature rupture of membranes; preterm delivery; fetal distress; chorioamnionitis; or, maternal fever during or after labour. Lactation disorders was the only secondary maternal outcome with a significantly increased hazard ratio. Tdap vaccine had a protective effect on pre-eclampsia with severe features, preterm labour, preterm delivery, and antenatal bleeding. CONCLUSION: We did not detect any biologically plausible adverse maternal outcomes following Tdap vaccination during pregnancy. This study provides further assurance that Tdap administration during pregnancy is not associated with unexpected safety risks.
