PMID	MHDA	DRUG	AE	PT	LlamaTiFirst	LlamaAbFirst	pAuth_modelA	pAuth_modelB	aAuth	Title	Abstract
29246359	2019/1/8	Sulfanilamide	Ectromelia	Historical Article_and_Journal Article	0	0	0	0	0	50 Years Ago in The Journal of Pediatrics: Editorial Comment: Therapeutic Orphans.	
29260695	2019/1/19	Metoprolol	Jaundice	Case Reports	1	1	0	0	0	[Jaundice and liver injury with cholestatic pattern after treatment with Metoprololsuccinat].	Drug-induced liver injury is a well-known adverse event to numerous medications with clinical presentations from asymptomatic liver enzyme elevation to liver failure. However, liver injury after administration with metoprolol is not common, and only few case reports have been published. This is a case report of an 80-year-old woman with liver injury with cholestatic pattern and jaundice after two months of treatment with Metoprololsuccinat. With no evidence of other disease, liver function normalized in the following months after discontinuation of Metoprololsuccinat.
30219161	2019/6/25	Bevacizumab	Hypoglycemia	Case Reports_and_Journal Article_and_Review	1	0	0	0	0	Recurrent Severe Hypoinsulinemic Hypoglycemia Responsive to Temozolomide and Bevacizumab in a Patient With Doege-Potter Syndrome.	Nonislet cell tumor hypoglycemia is rare. We highlight the diagnosis and treatment of recurrent severe hypoglycemia in a 49-year-old woman with malignant solitary fibrous tumor of the pleura (Doege-Potter syndrome). The clinical, laboratory and radiologic findings of the case are presented and a brief literature review is provided. Of note, imaging studies showed a large mass in the right hemithorax and pathology and immunehistochemical stains confirmed a malignant solitary fibrous tumor of the pleura. She was a poor surgical candidate owing to a large tumor burden. She was treated with a combination of temozolomide and bevacizumab to which she responded with resolution of hypoglycemia. The treatment of choice for hypoglycemia in patients with the Doege-Potter syndrome is surgical excision. We here report that a combination of temozolomide and bevacizumab may be a viable option in patients with inoperable disease.
30219161	2019/6/25	Temozolomide	Hypoglycemia	Case Reports_and_Journal Article_and_Review	1	0	0	0	0	Recurrent Severe Hypoinsulinemic Hypoglycemia Responsive to Temozolomide and Bevacizumab in a Patient With Doege-Potter Syndrome.	Nonislet cell tumor hypoglycemia is rare. We highlight the diagnosis and treatment of recurrent severe hypoglycemia in a 49-year-old woman with malignant solitary fibrous tumor of the pleura (Doege-Potter syndrome). The clinical, laboratory and radiologic findings of the case are presented and a brief literature review is provided. Of note, imaging studies showed a large mass in the right hemithorax and pathology and immunehistochemical stains confirmed a malignant solitary fibrous tumor of the pleura. She was a poor surgical candidate owing to a large tumor burden. She was treated with a combination of temozolomide and bevacizumab to which she responded with resolution of hypoglycemia. The treatment of choice for hypoglycemia in patients with the Doege-Potter syndrome is surgical excision. We here report that a combination of temozolomide and bevacizumab may be a viable option in patients with inoperable disease.
27855771	2018/11/20	Lisdexamfetamine Dimesylate	Cerebral Infarction	Case Reports	1	0	0	1	1	[Development of cerebral infarcts in a 17-year-old male treated with sertraline and lisdexamfetamine].	A 17-year-old male with ADHD who was treated with sertraline and lisdexamfetamine presented with transient episodes of speech impairment and right-sided hemiparesis preceded by headaches. Magnetic resonance imaging revealed three cerebral ischaemic lesions. Treatment was initiated with aspirin and discontinued with lisdexamfetamine. In the literature a causal relationship between treatment with central stimulants and the development of cerebrovascular events has not been substantiated. Vasospasm and paroxystic tachycardia may be associated with the event, but lisdexamfetamine and sertraline cannot be ruled out as risk factors.
29778846	2019/3/6	Lacosamide	Vomiting	Journal Article	0	0	0	0	0	Efficacy and tolerability of treatment with lacosamide: Postmarketing experience from the Middle East region.	PURPOSE: Lacosamide (LCM) was recently introduced in the Middle East. The aim of this study was to evaluate the safety, tolerability, and efficacy of LCM in patients with focal onset seizures and determine if our results are comparable with those derived from Western countries. METHODS: This is a retrospective analysis from two medical centers on consecutive patients diagnosed as having focal onset seizures and treated with add-on LCM. The primary efficacy variables were the 50% responder and seizure-free rates, and the secondary outcome variables included the percentages of patients who achieved seizure remission during the last 6-month follow-up period and the percentages of discontinuation due to lack of efficacy or tolerability. RESULTS: One hundred four patients with a mean age of 30.9 years and experiencing a mean of 9.4 seizures per month during baseline were included. The 50% responder rates were 69% and 70% at 6- and 24-month follow-ups, respectively. Patients concomitantly treated with a sodium channel blocker were less likely to achieve seizure remission during the last 6-month follow-up period while the early introduction of LCM resulted in a significantly higher likelihood of achieving such a remission. Eighty-eight percent of patients were still maintained on LCM at the last follow-up, and the most common adverse events consisted of dizziness and somnolence, double vision, and nausea/vomiting. CONCLUSIONS: Our data show similar efficacy and tolerability to those reported from Western countries. Our results also substantiate the early introduction of LCM and support the dose reduction of baseline AED especially that of sodium channel blockers to minimize adverse events.
29766561	2018/9/21	Everolimus	Erythema Nodosum	Case Reports_and_Journal Article	1	1	1	1	2	Erythema nodosum arising during everolimus therapy for tuberous sclerosis complex.	Indications for everolimus and other drugs within the mammalian target of rapamycin inhibitor class have recently expanded to include tuberous sclerosis complex. Everolimus is generally well tolerated, but it is important for physicians to identify and manage associated cutaneous adverse effects. We report the first case of a child developing erythema nodosum while undergoing everolimus therapy.
29475747	2018/10/20	Dasatinib	Purpura, Thrombotic Thrombocytopenic	Case Reports_and_Journal Article	1	1	0	0	0	Dasatinib-induced immune mediated-thrombotic thrombocytopenic purpura.	Most commonly seen side effects with Tyrosine kinase inhibitors (TKI's) are hematologic toxicities. Besides, with dasatinib autoimmune side effects can be seen. Thrombotic thrombocytopenic purpura (TTP) is a life- threatening disease that can be related to various causes mainly autoimmune disorders or antineoplastic drugs. Few cases of TKI associated secondary thrombotic microangiopathies (TMA) have been reported in literature. Most of cases were diagnosed as hemolytic uremic syndrome (HUS) rather than TTP. Herein, we describe a 37-year-old CML patient who was diagnosed as immune-mediated TTP related to dasatinib.
29481892	2019/3/8	Rocuronium	Erythema Nodosum	Case Reports_and_Journal Article	1	0	0	0	0	Concurrent immunoglobulin E-mediated neuromuscular blocking agent allergy in systemic mastocytosis.	
28953513	2019/3/20	Methadone	Atrioventricular Block	Case Reports_and_Letter	1	0	0	0	0	Marked Symptomatic Sinus Bradycardia With New Onset First-Degree Atrioventricular Block After Concomitant Methadone and Trazodone Use.	
28953514	2019/3/20	Quetiapine Fumarate	Pericarditis	Case Reports_and_Letter	1	0	0	0	0	Quetiapine-Associated Myopericarditis.	
29526961	2018/11/6	Methotrexate	Jaundice, Obstructive	Case Reports_and_Journal Article	1	1	0	0	0	Choledochoduodenal Fistula during Chemotherapy with Brentuximab Vedotin for Methotrexate-associated Lymphoproliferative Disorder.	We herein report a patient with a history of rheumatoid arthritis treated with methotrexate, which caused methotrexate-associated lymphoproliferative disorder and obstructive jaundice due to an enlarged lymph node. The obstructive jaundice was treated with endoscopic biliary stenting. A histopathological examination revealed features of Hodgkin's lymphoma, and chemotherapy with brentuximab vedotin was administered. Cholangiography and duodenoscopy after four rounds of chemotherapy revealed a choledochoduodenal fistula that developed in response to chemotherapy. It should be noted that, in cases of lymphoma infiltrating the gastrointestinal wall, fistulae can occur because of rapid regression due to regimens comprising monoclonal antibodies, such as rituximab and brentuximab vedotin.
30256054	2018/12/14	Palm Oil	Asthenia	Case Reports_and_Journal Article	1	1	0	0	0	Clinical side effects after oral administration of palm oil and Alchornea cordifolia decoction in a child.	Alchornea cordifolia is known to be a plant with a variety of medicinal properties and is quoted by many traditional healers to treat a variety of medicinal problems in the Democratic Republic of Congo. However, very little is known about its potential toxicity. We report the case of a 9-year-old boy referred for assessment of suspected bronchial troubles without a history of atopic disease or drug allergy who developed dyspnea, dysphagia, asthenia and lingual ulcers within 30 minutes after nasal and oral administration of decoction of palm oil associated with A. cordifolia leaves in water. In the present report, adverse effects of A. cordifolia therapy may be related to the mixtures of active compounds that they contain and can cause the symptoms observed in our patient. These findings call for caution in the use of A. cordifolia especially in children.
30256054	2018/12/14	Palm Oil	Deglutition Disorders	Case Reports_and_Journal Article	1	1	0	0	0	Clinical side effects after oral administration of palm oil and Alchornea cordifolia decoction in a child.	Alchornea cordifolia is known to be a plant with a variety of medicinal properties and is quoted by many traditional healers to treat a variety of medicinal problems in the Democratic Republic of Congo. However, very little is known about its potential toxicity. We report the case of a 9-year-old boy referred for assessment of suspected bronchial troubles without a history of atopic disease or drug allergy who developed dyspnea, dysphagia, asthenia and lingual ulcers within 30 minutes after nasal and oral administration of decoction of palm oil associated with A. cordifolia leaves in water. In the present report, adverse effects of A. cordifolia therapy may be related to the mixtures of active compounds that they contain and can cause the symptoms observed in our patient. These findings call for caution in the use of A. cordifolia especially in children.
30256054	2018/12/14	Palm Oil	Dyspnea	Case Reports_and_Journal Article	1	1	0	0	0	Clinical side effects after oral administration of palm oil and Alchornea cordifolia decoction in a child.	Alchornea cordifolia is known to be a plant with a variety of medicinal properties and is quoted by many traditional healers to treat a variety of medicinal problems in the Democratic Republic of Congo. However, very little is known about its potential toxicity. We report the case of a 9-year-old boy referred for assessment of suspected bronchial troubles without a history of atopic disease or drug allergy who developed dyspnea, dysphagia, asthenia and lingual ulcers within 30 minutes after nasal and oral administration of decoction of palm oil associated with A. cordifolia leaves in water. In the present report, adverse effects of A. cordifolia therapy may be related to the mixtures of active compounds that they contain and can cause the symptoms observed in our patient. These findings call for caution in the use of A. cordifolia especially in children.
30256054	2018/12/14	Palm Oil	Oral Ulcer	Case Reports_and_Journal Article	1	1	0	0	0	Clinical side effects after oral administration of palm oil and Alchornea cordifolia decoction in a child.	Alchornea cordifolia is known to be a plant with a variety of medicinal properties and is quoted by many traditional healers to treat a variety of medicinal problems in the Democratic Republic of Congo. However, very little is known about its potential toxicity. We report the case of a 9-year-old boy referred for assessment of suspected bronchial troubles without a history of atopic disease or drug allergy who developed dyspnea, dysphagia, asthenia and lingual ulcers within 30 minutes after nasal and oral administration of decoction of palm oil associated with A. cordifolia leaves in water. In the present report, adverse effects of A. cordifolia therapy may be related to the mixtures of active compounds that they contain and can cause the symptoms observed in our patient. These findings call for caution in the use of A. cordifolia especially in children.
26944440	2018/9/15	Buprenorphine	Esophageal Spasm, Diffuse	Case Reports_and_Letter	1	0	0	0	0	Opioid-induced functional esophagogastric junction obstruction.	
26780600	2018/10/17	Paliperidone Palmitate	Erectile Dysfunction	Case Reports_and_Journal Article	1	0	0	0	0	Paliperidone Palmitate-Induced Retrograde Ejaculation.	
29506491	2019/3/13	Cilostazol	Glomerulonephritis, IGA	Case Reports_and_Journal Article	1	1	0	0	0	Cilostazol-induced acute tubulointerstitial nephritis accompanied by IgA nephropathy: a case report.	BACKGROUND: Cilostazol is an antiplatelet drug that is widely prescribed for the prevention of secondary stroke. Adverse reactions to cilostazol include headaches, palpitations, and diarrhea. Little is known about the nephrotoxicity of cilostazol, such as acute kidney injury. We report a biopsy-proven case of diffuse tubulointerstitial nephritis induced by cilostazol. CASE PRESENTATION: A 69-year-old woman prescribed cilostazol was hospitalized for acute kidney injury. On admission, her renal function deteriorated, with an increased serum creatinine level. Urinalysis showed hematuria, proteinuria, and hyper-beta2-microglobulinuria. A renal biopsy revealed diffuse tubulointerstitial nephritis associated with IgA nephropathy, and gallium-67 scintigraphy showed uptake in the bilateral kidneys. A drug lymphocyte stimulation test for cilostazol was positive, and the patient was diagnosed with cilostazol-induced acute tubulointerstitial nephritis. Despite discontinuation of cilostazol, her renal function rapidly worsened and steroid pulse therapy was initiated, followed by oral high-dose glucocorticoid therapy. After steroid treatment, her serum creatinine level normalized in parallel with urine beta2-microglobulin. CONCLUSION: Cilostazol can induce acute tubulointerstitial nephritis.
29506491	2019/3/13	Cilostazol	Nephritis, Interstitial	Case Reports_and_Journal Article	1	1	0	0	0	Cilostazol-induced acute tubulointerstitial nephritis accompanied by IgA nephropathy: a case report.	BACKGROUND: Cilostazol is an antiplatelet drug that is widely prescribed for the prevention of secondary stroke. Adverse reactions to cilostazol include headaches, palpitations, and diarrhea. Little is known about the nephrotoxicity of cilostazol, such as acute kidney injury. We report a biopsy-proven case of diffuse tubulointerstitial nephritis induced by cilostazol. CASE PRESENTATION: A 69-year-old woman prescribed cilostazol was hospitalized for acute kidney injury. On admission, her renal function deteriorated, with an increased serum creatinine level. Urinalysis showed hematuria, proteinuria, and hyper-beta2-microglobulinuria. A renal biopsy revealed diffuse tubulointerstitial nephritis associated with IgA nephropathy, and gallium-67 scintigraphy showed uptake in the bilateral kidneys. A drug lymphocyte stimulation test for cilostazol was positive, and the patient was diagnosed with cilostazol-induced acute tubulointerstitial nephritis. Despite discontinuation of cilostazol, her renal function rapidly worsened and steroid pulse therapy was initiated, followed by oral high-dose glucocorticoid therapy. After steroid treatment, her serum creatinine level normalized in parallel with urine beta2-microglobulin. CONCLUSION: Cilostazol can induce acute tubulointerstitial nephritis.
28259260	2019/3/26	Denosumab	Flatulence	Editorial	1	0	0	0	0	Osteonecrosis of the Jaw.	
29797309	2019/3/22	Nivolumab	Lichen Sclerosus et Atrophicus	Case Reports_and_Letter	1	0	0	0	0	Eosinophilic fasciitis and lichen sclerosus in a patient treated with nivolumab.	
29146045	2019/8/14	Amisulpride	Tardive Dyskinesia	Case Reports_and_Letter_and_Review	1	0	0	0	0	Amisulpride Induced Oropharyngeal Dyskinesia in a patient with Schizophrenia: A case report and review of literature.	
28863431	2019/8/20	Celecoxib	Out-of-Hospital Cardiac Arrest	Journal Article	1	0	0	0	0	NSAIDs and cardiac arrest: Non-steroidal anti-inflammatory drug use is associated with increased risk of Out-of-hospital Cardiac Arrest: A nationwide Case-Time-Control study.	
28863431	2019/8/20	Naproxen	Out-of-Hospital Cardiac Arrest	Journal Article	1	0	0	0	0	NSAIDs and cardiac arrest: Non-steroidal anti-inflammatory drug use is associated with increased risk of Out-of-hospital Cardiac Arrest: A nationwide Case-Time-Control study.	
27431882	2018/11/10	Minoxidil	Striae Distensae	Case Reports_and_Journal Article	1	0	0	0	0	Generalized striae rubra due to cronic abuse of clobetasol and minoxidil formule in a patient with psoriasis.	
28867534	2018/10/27	Vitamin K	Pyoderma Gangrenosum	Case Reports_and_Journal Article	1	1	0	1	1	[Vitamin K antagonist-induced necrotic leg ulcer, without protein C and S deficiencies].	INTRODUCTION: Patients treated by vitamin K antagonists (VKA) represent 1% of the population in France. We report a case of atypical necrotic leg ulcers induced by VKA. CASE REPORT: A 84-year-old woman was referred to our dermatology department because of necrotic leg ulcers that developed for the past 5weeks, and appeared spontaneously after the introduction of a VKA, fluindione. The etiological assessment was non contributive, in particular the search for thrombophilic factors. The skin biopsy found an aspect compatible with pyoderma gangrenosum. The outcome was favorable after discontinuing the fluindione and the switch to apixaban. A complete healing was obtained in 5months. CONCLUSION: We report an original case of necrotic leg ulcers induced by VKA without deficit of protein C or S, with a pyoderma like histology. Reported cases of ulcers induced by VKA are uncommon and the physiopathology is not well known. The involvement of VKA should be evoked in case of necrotic leg ulcer without specific etiology found.
31462353	2019/9/7	Megestrol Acetate	Gastrointestinal Hemorrhage	Case Reports_and_Journal Article	1	1	0	0	0	Upper Gastrointestinal Bleeding in a Male Patient Taking Megestrol Acetate and Rivaroxaban: A Case Report.	OBJECTIVE: This report describes the case of a 76-year-old male who developed an upper gastrointestinal bleed shortly after beginning megestrol acetate (MGA) to treat geriatric failure to thrive (GFTT). He was also taking rivaroxaban for stroke prevention because of atrial fibrillation but had a low risk of bleeding. This article aims to provide the reader with an overview of MGA's impact on hemostasis, as well as a review of therapeutics on appetite stimulants and important transitions of care considerations for GFTT.<br/> SETTING: The primary setting was a community teaching hospital in Florida. The patient had many transitions of care, including hospital-to-skilled nursing facility and then a hospital readmission for the primary problem reported here. A skilled nursing facility medication administration record and outpatient community pharmacy were the primary sources of the patient's admission and discharge medication histories.<br/> PRACTICE CONSIDERATIONS: MGA's published labeling supports a prothrombotic mechanism; however, its pharmacology may also confer anticoagulant properties. This may lead to potential drug-drug interactions in patients on concomitant anticoagulant therapy. There is weak evidence supporting appetite stimulants in GFTT, and transitions of care in this population is especially important because of these patients' frequent care continuum contact.<br/> CONCLUSIONS: MGA, a synthetic derivative of endogenous progesterone used to treat GFTT, may exert either prothrombotic or anticoagulant effects, and as such potential for drug interactions with anticoagulants must be considered. Patients taking MGA should be closely monitored for coagulation changes throughout transitions of care.
29940693	2018/11/21	Silver Nitrate	Constriction, Pathologic	Case Reports_and_Journal Article	1	0	0	0	0	Iatrogenic external auditory canal stenosis induced by silver nitrate.	
29520857	2019/6/25	Ondansetron	Pityriasis Rosea	Case Reports	1	1	1	1	2	Pityriasis rosea-like eruption associated with ondansetron use in pregnancy.	A 30-year-old pregnant female presented with a 2-week history of pityriasis rosea-like eruption. The rash started 2 days after the patient had started taking ondansetron 8 mg for alleviation of moderate-to-severe nausea and vomiting of pregnancy. Physical examination revealed erythematous papulosquamous lesions characterized by annular scaly margins and a dusky centre over the arms, chest, abdomen, lower back and legs. The rash did not involve the palms, sole or mucous membranes, and no lesions were observed on the lymph nodes. Ondansetron was discontinued. The rash ceased to spread and started to disappear within 2 weeks with full resolution noted after 1 month. Analysis of the case using the Naranjo adverse drug reaction probability scale indicated that ondansetron was the probable cause of the pityriasis rosea-like eruption. This is the first case report of pityriasis rosea related to ondansetron therapy.
29903834	2019/4/30	Topiramate	Enterocolitis, Necrotizing	Case Reports_and_Journal Article	1	1	0	0	0	Topiramate for Seizures in Preterm Infants and the Development of Necrotizing Enterocolitis.	Neonatal seizures represent a significant health burden on the term and preterm neonatal population and are linked to poor long-term neurodevelopmental outcomes. Currently, there are no US Food and Drug Administration-approved antiepileptic drugs for neonates, and authors of the medical literature have yet to reach a consensus on the most adequate approach to neonatal seizures. Topiramate is readily used in the adult and older pediatric population for the management of migraines and partial-onset seizures. Topiramate continues to gain favor among pediatric neurologists who often recommend this medication as a third-line treatment of neonatal seizures. We report our recent experience with 4 preterm neonates, born between 2015 and 2017, who developed radiographic signs of necrotizing enterocolitis after receiving topiramate for seizures. Each was given oral topiramate for the treatment of electrographic and clinical seizures and developed the subsequent diagnosis of necrotizing enterocolitis, with abdominal distention, hemoccult-positive stools, and radiographic signs of intestinal distention and pneumatosis. More research regarding the risk factors of topiramate use in premature infants is needed.
29879262	2018/10/16	Benzoyl Peroxide	Exanthema	Journal Article_and_Review	0	0	0	0	0	Topical Vehicle Formulations in the Treatment of Acne.	Topical treatment is the mainstay of acne therapy. The most commonly prescribed topical medications for acne include benzoyl peroxide, clindamycin, and retinoids. Despite their effectiveness in treating mild to moderate acne vulgaris, these topical medications are found to be irritating, and are historically associated with poor tolerability and diminished patient adherence. Thus, choosing the right formulation that will be effective and well tolerated is essential. Novel formulations that optimize drug concentration and utilize improved delivery vehicles have helped to enhance the tolerability and efficacy, and allow for less frequent application or co-application of drugs that were previously considered incompatible. This article will review the goals of topical therapy for the treatment of acne, in addition to common therapies and their challenges. Advanced formulations and combination formulations of benzoyl peroxide, clindamycin, and tretinoin will also be discussed. J Drugs Dermatol. 2018;17(6 Suppl):s6-10.
31286241	2019/8/29	Carboplatin	Late Onset Disorders	Journal Article	0	1	0	0	0	Adjuvant carboplatin therapy in patients with clinical stage 1 testicular seminoma: is long-term morbidity increased?	PURPOSE: Clinical stage (CS) 1 testicular seminoma is cured in almost 100% of cases following either retroperitoneal radiotherapy, carboplatin monotherapy, or surveillance strategies. Little is known about potential long-term effects of carboplatin. We, therefore, examined late sequelae of this drug in seminoma patients. PATIENTS AND METHODS: We retrospectively identified 451 patients with CS1 testicular seminoma treated between 1994 and 2014, of whom 243 underwent carboplatin therapy [median follow-up (F/U) 96 months], 81 received radiotherapy (median F/U 142 months), and 127 underwent surveillance (median F/U 40 months). Satisfaction regarding management, as well as the following events during F/U, were analysed by questionnaire: subsequent malignant neoplasms (SMNs), cardiovascular events, arterial hypertension, peptic ulcer, tinnitus, peripheral neuropathy, hypogonadism, and infertility. The relative frequencies of the events were analysed using descriptive statistics. The frequency of observed SMNs was compared with the expected number. RESULTS: Patients receiving carboplatin tolerated the treatment less well (71.2%) than those under surveillance (81.9%). After carboplatin, 12 SMNs (5.0%) were noted vis-a-vis 5.0 expected. There were three cases of prostatic cancer and 3 melanomas among the SMNs. Half of these SMNs occurred early after treatment. Among the other health events, only reported hypogonadism (13.2%) appeared to be marginally increased in frequency. CONCLUSIONS: This study found a 2.4-fold higher than expected rate of SMN-and a slightly increased rate of hypogonadism-in the long-term period following carboplatin treatment. Although further studies are needed to confirm these preliminary findings, these results are probably informative for clinicians caring for seminoma patients.
29656050	2019/8/7	Panobinostat	Dehydration	Clinical Trial_and_Journal Article_and_Multicenter Study_and_Research Support, Non-U.S. Gov't	0	0	0	0	0	An Expanded Treatment Protocol of Panobinostat Plus Bortezomib and Dexamethasone in Patients With Previously Treated Myeloma.	BACKGROUND: Panobinostat was recently approved by the US Food and Drug Administration and European Commission in combination with bortezomib and dexamethasone for patients with multiple myeloma who have received >/= 2 regimens, including bortezomib and an immunomodulatory drug. The PANEX (panobinostat expansion) treatment protocol provided access to panobinostat and gathered additional safety data before commercial availability. PATIENTS AND METHODS: In treatment phase 1, patients received panobinostat 20 mg 3 times per week plus bortezomib 1.3 mg/m(2) twice weekly with dexamethasone 20 mg on the days of and after bortezomib treatment. Patients with no change or better in treatment phase 1 proceeded to treatment phase 2, when bortezomib was reduced to once weekly. Unlike in the phase III trial, PANORAMA-1 (panobinostat or placebo with bortezomib and dexamethasone in patients with relapsed multiple myeloma), bortezomib could be administered either subcutaneously or intravenously. RESULTS: Thirty-nine patients with a median number of previous treatments of 4 (range, 1-12) were enrolled; most received subcutaneous bortezomib (87%). The overall response rate (partial response or better) was 56%. Grade 3/4 adverse events included thrombocytopenia (47%), fatigue (31%), dehydration (26%), and diarrhea (18%). Among the patients who received subcutaneous bortezomib, relatively low rates of peripheral neuropathy (all grade, 15%) and notable grade 3/4 adverse events (thrombocytopenia, 47%; diarrhea, 12%) were observed. CONCLUSION: Overall, data from the PANEX trial support regulatory approval of panobinostat plus bortezomib and dexamethasone and suggest the potential tolerability benefits of subcutaneous bortezomib in this regimen.
30573559	2019/4/2	Canagliflozin	Bacteremia	Case Reports_and_Journal Article	1	0	0	0	0	Case of acute unilateral emphysematous pyelonephritis and bacteraemia on treatment with canagliflozin.	
30573559	2019/4/2	Canagliflozin	Emphysema	Case Reports_and_Journal Article	1	0	0	0	0	Case of acute unilateral emphysematous pyelonephritis and bacteraemia on treatment with canagliflozin.	
30573559	2019/4/2	Canagliflozin	Pyelonephritis	Case Reports_and_Journal Article	1	0	0	0	0	Case of acute unilateral emphysematous pyelonephritis and bacteraemia on treatment with canagliflozin.	
29031417	2018/12/12	Meropenem	Hyperpigmentation	Case Reports_and_Journal Article	1	1	1	1	2	[Skin pigmentation induced by meropenem and levofloxacin].	BACKGROUND: Various cutaneous side-effects, including, exanthema, pruritus, urticaria and Lyell or Stevens-Johnson syndrome, have been reported with meropenem (carbapenem), a rarely-prescribed antibiotic. Levofloxacin (fluoroquinolone), a more frequently prescribed antibiotic, has similar cutaneous side-effects, as well as photosensitivity. We report a case of cutaneous hyperpigmentation induced by meropenem and levofloxacin. PATIENTS AND METHODS: A 67-year-old male was treated with meropenem (1gx4 daily), levofloxacin (500mg twice daily) and amikacin (500mg daily) for 2 weeks, followed by meropenem, levofloxacin and rifampicin (600mg twice daily) for 4 weeks for osteitis of the fifth metatarsal. Three weeks after initiation of antibiotic therapy, dark hyperpigmentation appeared on the lower limbs, predominantly on the anterior aspects of the legs. Histology revealed dark, perivascular and interstitial deposits throughout the dermis, which stained with both Fontana-Masson and Perls stains. Infrared microspectroscopy revealed meropenem in the dermis of involved skin. After withdrawal of the antibiotics, the pigmentation subsided slowly. DISCUSSION: Similar cases of cutaneous hyperpigmentation have been reported after use of minocycline. In these cases, histological examination also showed iron and/or melanin deposits within the dermis, but the nature of the causative pigment remains unclear. In our case, infrared spectroscopy enabled us to identify meropenem in the dermis. Two cases of cutaneous hyperpigmentation have been reported following use of levofloxacin, and the results of histological examination were similar. This is the first case of cutaneous hyperpigmentation induced by meropenem.
31034363	2019/5/14	Alemtuzumab	Aneurysm, Dissecting	Journal Article	1	0	0	0	0	Alemtuzumab to be restricted pending review, says EMA.	
31034363	2019/5/14	Alemtuzumab	Stroke	Journal Article	1	0	0	0	0	Alemtuzumab to be restricted pending review, says EMA.	
29398013	2018/12/15	Acrylamide	Pediatric Obesity	Journal Article_and_Research Support, N.I.H., Extramural_and_Research Support, Non-U.S. Gov't	1	1	0	0	0	Dietary acrylamide intake during pregnancy and postnatal growth and obesity: Results from the Norwegian Mother and Child Cohort Study (MoBa).	BACKGROUND: Prenatal acrylamide exposure has been negatively associated with fetal growth but the association with child growth is unknown. OBJECTIVES: We studied the association between prenatal acrylamide exposure and child postnatal growth up to 8 years in the Norwegian Mother and Child Cohort Study (MoBa). METHODS: In 51,952 mother-child pairs from MoBa, acrylamide intake during pregnancy was estimated by combining maternal food intake with food concentrations of acrylamide. Mothers reported their child's weight and length/height up to 11 times between 6 weeks and 8 years. Weight and height growth trajectories were modelled using Jenss-Bayley's growth model. Logistic regression models were used to study the association with overweight/obese status at 3, 5 and 8 years, as identified using the International Obesity Task Force cut-offs. Linear mixed-effect models were used to explore associations with overall growth. RESULTS: At 3 years, the adjusted odds ratios (95% Confidence Intervals (CI)) of being overweight/obese were 1.10 (1.02, 1.20), 1.12 (1.04, 1.22) and 1.21 (1.11, 1.31) by increasing prenatal acrylamide exposure quartile. Similar dose-response associations were found at 5 and 8 years. Acrylamide intake during pregnancy was associated with higher weight growth velocity in childhood. Children exposed at the highest level had 22 g (95% CI: 8, 37), 57 g (95% CI: 32, 81), and 194 g (95% CI: 110, 278) higher weight at 0.5, 2, and 8 years, respectively, compared to their low exposed peers. CONCLUSIONS: Children prenatally exposed to acrylamide in the highest quartile experienced a moderate increase in weight growth velocity during early childhood that resulted in a moderately increased prevalence of overweight/obesity compared to peers in the lowest quartile. Our study is the first to link prenatal acrylamide exposure and postnatal growth.
29199359	2019/2/5	Denosumab	Venous Thromboembolism	Comparative Study_and_Journal Article_and_Research Support, Non-U.S. Gov't	1	0	0	0	0	Risk of venous thromboembolism among users of different anti-osteoporosis drugs: a population-based cohort analysis including over 200,000 participants from Spain and the UK.	The venous thromboembolism risk among anti-osteoporotics is unknown. In this primary care study, the risk with other bisphosphonates [1.05 (0.94-1.18) and 0.96 (0.78-1.18)], strontium [0.90 (0.61-1.34) and 1.19 (0.82-1.74)], in the UK and Spain respectively, and denosumab [1.77 (0.25-12.66)] and teriparatide [1.27 (0.59-2.71)] in Spain, did not differ versus alendronate. INTRODUCTION: Most of the known adverse drug reactions described for anti-osteoporosis medication (AOM) have been described in studies comparing AOM users to non-users. We aimed to compare the risk of venous thromboembolism (VTE) among incident users of different AOM compared to alendronate (first line therapy). METHODS: Two cohort studies were performed using data from the UK (CPRD) and Spain (BIFAP) primary care records separately. All patients aged >/= 50 years with at least 1 year of data available and a new prescription or dispensation of AOM (date for therapy initiation) during 2000-2014 (CPRD) or 2001-2013 (BIFAP) were included. Users of raloxifene/bazedoxifene were excluded from both databases. Five exposure cohorts were identified according to first treatment: (1) alendronate, (2) other bisphosphonates, (3) strontium ranelate, (4) denosumab, and (5) teriparatide. Participants were followed from the day after therapy initiation to the earliest of a treated VTE (cases), end of AOM treatment (defined by a refill gap of 180 days), switching to an alternative AOM, drop-out, death, or end of study period. Incidence rates of VTE were estimated by cohort. Adjusted hazard ratios (HR 95%CI) were estimated according to drug used. RESULTS: Overall, 2035/159,209 (1.28%) in CPRD and 401/83,334 (0.48%) in BIFAP had VTE. Compared to alendronate, adjusted HR of VTE were 1.05 (0.94-1.18) and 0.96 (0.78-1.18) for other bisphosphonates, and 0.90 (0.61-1.34) and 1.19 (0.82-1.74) for strontium in CPRD and BIFAP, respectively; 1.77 (0.25-12.66) for denosumab and 1.27 (0.59-2.71) for teriparatide in BIFAP. CONCLUSIONS: VTE risk during AO therapy did not differ by AOM drug use. Our data does not support an increased risk of VTE associated with strontium ranelate use in the community.
